kfold_file,fold,feature,model_file,l2_rate,dropout,val_acc,test_acc
Dataset_10FoldCV_indexed.csv,1,"vein,xyprojection",Dataset_10FoldCV_indexed_models/ENCODER-vein_xyprojection-l2rate0.0008-dropout0.5-fold0.h5,0.0008,0.5,0.9842105507850647,0.9790576100349426
Dataset_10FoldCV_indexed.csv,2,"vein,xyprojection",Dataset_10FoldCV_indexed_models/ENCODER-vein_xyprojection-l2rate0.0008-dropout0.5-fold1.h5,0.0008,0.5,0.9895287752151489,0.9371727705001831
Dataset_10FoldCV_indexed.csv,3,"vein,xyprojection",Dataset_10FoldCV_indexed_models/ENCODER-vein_xyprojection-l2rate0.0008-dropout0.5-fold2.h5,0.0008,0.5,0.9685863852500916,0.9738219976425171
Dataset_10FoldCV_indexed.csv,4,"vein,xyprojection",Dataset_10FoldCV_indexed_models/ENCODER-vein_xyprojection-l2rate0.0008-dropout0.5-fold3.h5,0.0008,0.5,0.9738219976425171,0.9581151604652405
Dataset_10FoldCV_indexed.csv,5,"vein,xyprojection",Dataset_10FoldCV_indexed_models/ENCODER-vein_xyprojection-l2rate0.0008-dropout0.5-fold4.h5,0.0008,0.5,0.9738219976425171,0.9685863852500916
Dataset_10FoldCV_indexed.csv,6,"vein,xyprojection",Dataset_10FoldCV_indexed_models/ENCODER-vein_xyprojection-l2rate0.0008-dropout0.5-fold5.h5,0.0008,0.5,1.0,0.9528796076774597
Dataset_10FoldCV_indexed.csv,7,"vein,xyprojection",Dataset_10FoldCV_indexed_models/ENCODER-vein_xyprojection-l2rate0.0008-dropout0.5-fold6.h5,0.0008,0.5,1.0,0.9528796076774597
Dataset_10FoldCV_indexed.csv,8,"vein,xyprojection",Dataset_10FoldCV_indexed_models/ENCODER-vein_xyprojection-l2rate0.0008-dropout0.5-fold7.h5,0.0008,0.5,0.963350772857666,0.9526315927505493
Dataset_10FoldCV_indexed.csv,9,"vein,xyprojection",Dataset_10FoldCV_indexed_models/ENCODER-vein_xyprojection-l2rate0.0008-dropout0.5-fold8.h5,0.0008,0.5,0.9842105507850647,0.9789473414421082
Dataset_10FoldCV_indexed.csv,10,"vein,xyprojection",Dataset_10FoldCV_indexed_models/ENCODER-vein_xyprojection-l2rate0.0008-dropout0.5-fold9.h5,0.0008,0.5,0.9789473414421082,0.9368420839309692
